,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
292,Other Asia,25-29,Student / Unemployed,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Common Lisp
293,United Kingdom,20-24,"$40,000 - $60,000",True,True,True,False,False,False,False,True,True,False,True,False,False,False,
294,United States of America,30-34,"$40,000 - $60,000",True,False,False,False,False,False,False,True,False,True,True,False,False,False,
295,Netherlands,20-24,"<$20,000",False,True,True,True,True,False,True,True,True,False,False,False,True,False,"Coffescript, haml, sass, that sort of thing"
296,Australia,25-29,Rather not say,False,False,False,False,False,False,False,False,False,True,True,False,False,False,
297,Australia,< 20,Rather not say,False,False,True,True,True,False,False,False,False,False,False,False,False,False,
298,France,20-24,"$20,000 - $40,000",True,True,True,False,False,True,False,False,False,True,True,False,True,False,
299,United States of America,30-34,"$60,000 - $80,000",True,False,False,False,False,True,False,False,False,True,True,True,False,False,
300,Germany,25-29,Student / Unemployed,True,False,False,False,False,False,False,False,False,True,True,False,False,False,
301,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
302,United States of America,25-29,Rather not say,False,True,False,False,False,False,False,True,True,False,False,False,True,False,
303,Other Europe,25-29,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
304,Other Europe,20-24,"<$20,000",False,True,True,False,False,False,True,True,False,False,False,False,True,False,
305,Other Europe,30-34,"$60,000 - $80,000",True,True,True,True,True,False,True,True,False,False,True,True,True,False,
306,Russia,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
307,United States of America,40-50,Student / Unemployed,False,True,True,True,True,False,False,True,False,False,False,True,True,False,
308,Other Europe,>60,"$100,000 - $120,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
309,Australasia,25-29,"$40,000 - $60,000",False,True,True,False,True,False,False,False,False,False,False,False,False,False,
310,Canada,25-29,Rather not say,True,True,False,True,False,False,False,False,False,True,False,False,False,False,Actionscript 1/2/3
311,Other Europe,25-29,Student / Unemployed,True,True,True,True,False,False,False,True,False,False,False,False,True,False,
312,Canada,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
313,Netherlands,51-60,"$40,000 - $60,000",False,False,False,True,False,False,False,False,True,False,False,False,False,False,
314,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
315,Netherlands,40-50,"$20,000 - $40,000",False,False,False,True,False,True,False,False,False,False,False,False,False,False,ActionScript 3
316,United States of America,< 20,Rather not say,False,False,False,False,True,False,False,False,True,False,False,False,False,False,DM
317,United States of America,40-50,">$140,000",False,True,True,True,False,True,False,True,True,False,False,False,True,False,VB
318,United States of America,30-34,Rather not say,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
319,United States of America,20-24,Student / Unemployed,False,False,False,False,False,False,False,False,True,True,False,False,False,False,
320,Canada,30-34,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,True,True,False,False,False,
321,United Kingdom,40-50,"$40,000 - $60,000",True,False,False,False,True,False,False,True,False,True,True,False,False,False,
322,Australia,20-24,"$20,000 - $40,000",True,False,False,False,True,False,True,True,True,True,True,False,False,False,
323,Other Europe,25-29,Rather not say,False,True,False,False,False,False,False,False,False,True,False,False,False,False,
324,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
325,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
326,Other Europe,40-50,Rather not say,True,False,True,True,False,False,False,True,False,False,False,True,False,False,
327,Other Europe,30-34,,False,True,True,False,False,False,True,True,False,False,False,False,True,False,
328,United States of America,>60,"$80,000 - $100,000",True,False,False,False,False,False,False,True,False,False,True,True,False,False,
329,United Kingdom,35-39,"$80,000 - $100,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
330,Africa,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
331,Africa,25-29,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,True,True,False,True,False,
332,Other Europe,20-24,Student / Unemployed,True,True,True,False,False,False,True,True,True,False,False,False,False,False,
333,Africa,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
334,Other Europe,25-29,"$20,000 - $40,000",False,False,True,True,False,False,False,True,False,False,False,False,False,False,
335,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
336,India,20-24,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
337,Other Europe,25-29,"$80,000 - $100,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
338,Australia,< 20,"$20,000 - $40,000",True,True,True,True,False,False,True,True,False,True,False,True,True,False,
339,United States of America,< 20,Student / Unemployed,True,False,True,True,False,False,False,True,False,True,False,False,False,False,"D, Haskell, HTML 4"
340,India,20-24,"<$20,000",False,True,True,True,False,False,False,False,False,False,True,False,False,False,
341,United States of America,25-29,"$100,000 - $120,000",False,True,True,False,False,True,True,True,False,False,False,False,True,False,
342,United States of America,< 20,Student / Unemployed,True,True,True,False,True,False,True,False,False,True,True,False,True,False,
343,United States of America,20-24,"$20,000 - $40,000",False,False,False,False,True,False,False,False,True,True,True,False,False,False,Haskell
344,Australia,< 20,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lisp
345,United States of America,35-39,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
346,United States of America,40-50,"$40,000 - $60,000",False,False,True,True,False,False,False,False,True,False,False,False,False,False,
347,South America,25-29,"$40,000 - $60,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,
348,United Kingdom,40-50,"$60,000 - $80,000",True,True,True,False,False,False,False,True,True,False,True,False,False,False,fortran forth pl1 ada pascal delphi dbl dibol bliss z80 68000
349,Australasia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
350,United States of America,20-24,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,True,False,False,False,
351,Other Europe,51-60,Student / Unemployed,False,True,True,False,False,False,False,False,False,False,False,False,True,False,Mathematica
352,United States of America,< 20,"<$20,000",True,False,True,True,False,False,False,True,True,False,False,False,False,False,
353,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
354,Canada,25-29,"$40,000 - $60,000",False,True,False,True,False,False,False,False,False,False,False,False,False,False,
355,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
356,United States of America,30-34,"$100,000 - $120,000",False,False,True,True,False,True,False,False,False,False,False,False,True,False,mysql
357,Canada,35-39,Rather not say,True,False,False,False,False,False,False,True,False,False,False,False,False,False,
358,United States of America,35-39,"$120,000 - $140,000",True,False,False,False,False,False,False,True,True,False,False,False,False,False,
359,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
360,Canada,25-29,"$40,000 - $60,000",True,True,True,False,False,False,False,True,True,True,True,False,True,False,
361,United States of America,40-50,">$140,000",False,False,True,True,False,False,False,False,False,False,True,True,True,False,
362,United States of America,35-39,Rather not say,True,True,True,False,False,False,False,True,False,False,False,False,True,False,
363,United Kingdom,30-34,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
364,Other Europe,< 20,Rather not say,False,True,True,True,False,True,False,True,False,True,True,False,True,False,
365,Italy,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
366,United Kingdom,30-34,"$80,000 - $100,000",False,True,False,True,False,True,False,True,False,False,False,False,True,False,
367,United States of America,30-34,Rather not say,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
368,United States of America,30-34,Student / Unemployed,False,True,True,True,False,False,True,True,True,True,True,False,True,False,
369,Middle East,< 20,Student / Unemployed,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
370,Mexico,25-29,"<$20,000",True,False,True,False,False,False,False,True,True,False,False,False,True,False,
371,United States of America,< 20,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,
372,United States of America,< 20,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,
373,Germany,< 20,Student / Unemployed,True,False,False,True,False,False,False,False,False,False,False,False,False,False,
374,Other Europe,< 20,Student / Unemployed,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
375,India,51-60,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,"COBOL, RPG-400"
376,Other Europe,25-29,Rather not say,True,True,True,True,False,True,True,True,True,False,False,False,True,False,
377,Germany,20-24,,True,False,True,False,False,False,False,False,False,True,True,False,False,False,
