,Country,Age,Income,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
327,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,
328,Canada,Canada,Rather not say,False,False,False,False,True,False,False,True,False,False,True,
329,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,jQuery
330,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,True,False,False,True,"HTML, GML, CSS"
331,United States,United States,Rather not say,False,False,False,True,False,False,False,False,False,False,True,
332,Italy,Italy,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
333,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,False,True,False,True,
334,United States,United States,"$80,000 - $100,000",False,False,True,True,True,False,False,False,False,False,True,
335,Canada,Canada,">$140,000",True,False,False,False,False,False,True,True,True,False,True,bash
336,United States,United States,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,
337,Canada,Canada,"$100,000 - $120,000",False,True,True,False,True,False,False,False,False,False,True,
338,United States,United States,"<$20,000",False,False,False,False,True,True,False,False,True,False,False,
339,India,India,,False,False,False,False,True,False,True,True,False,False,True,
340,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
341,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
342,United States,United States,"$60,000 - $80,000",False,False,True,True,True,False,False,False,False,False,True,VBA
343,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
344,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,
345,Germany,Germany,,False,False,True,False,False,False,False,False,False,False,True,
346,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,False,
347,United States,United States,,True,True,False,False,True,False,False,True,False,False,True,
348,United States,United States,"$60,000 - $80,000",False,False,True,True,True,False,False,False,False,False,True,
349,United States,United States,"$100,000 - $120,000",False,True,True,False,False,False,False,False,False,False,False,
350,United States,United States,"$80,000 - $100,000",False,False,True,False,False,False,False,False,True,False,False,
351,Canada,Canada,"$120,000 - $140,000",True,False,False,True,True,False,True,False,False,False,True,
352,Switzerland,Switzerland,">$140,000",True,True,False,False,True,False,False,False,True,False,False,
353,United States,United States,"$60,000 - $80,000",False,False,True,True,True,False,False,True,True,False,False,
354,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,False,False,
355,Ireland,Ireland,Student / Unemployed,True,False,False,False,True,True,False,False,False,False,False,CoffeeScript
356,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
357,India,India,Student / Unemployed,False,True,False,False,True,True,True,False,False,False,False,
358,United Kingdom,United Kingdom,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
359,Italy,Italy,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,False,
360,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
361,United States,United States,Rather not say,False,True,True,False,True,False,False,False,True,False,True,
362,United States,United States,"$60,000 - $80,000",False,True,False,True,False,False,False,False,True,False,False,
363,United States,United States,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,False,False,Backbone.js
364,India,India,"<$20,000",False,False,False,False,True,False,False,True,False,False,False,
365,United States,United States,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,True,
366,Germany,Germany,Rather not say,True,True,False,True,False,False,False,False,True,False,False,
367,United States,United States,Rather not say,False,False,False,False,True,False,False,False,False,True,False,
368,Portugal,Portugal,Student / Unemployed,False,False,True,True,False,False,False,False,False,False,True,
369,France,France,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
370,United States,United States,Student / Unemployed,True,False,False,False,False,False,False,False,False,False,False,
371,Germany,Germany,"<$20,000",False,True,False,False,False,False,False,False,True,False,False,
372,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,vb
373,United States,United States,Rather not say,False,False,False,False,True,True,False,True,True,True,True,
374,United States,United States,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,
375,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,False,True,True,True,Perl
376,India,India,"$20,000 - $40,000",True,True,False,True,True,False,False,True,False,False,True,
377,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
378,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,True,
379,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,True,"jQuery, ColdFusion"
380,Sweden,Sweden,Rather not say,True,False,False,False,True,False,False,False,True,False,True,
381,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,True,Groovy
382,Canada,Canada,"$40,000 - $60,000",True,True,False,True,False,False,False,False,True,False,False,
383,United States,United States,Rather not say,False,False,False,False,True,True,False,False,False,False,False,
384,Romania,Romania,,False,False,False,False,False,False,False,False,False,False,False,
385,Slovakia,Slovakia,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
386,Cyprus,Cyprus,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,True,True,
387,United States,United States,"$60,000 - $80,000",False,False,False,False,True,False,False,True,True,True,True,
388,United States,United States,"$60,000 - $80,000",False,True,True,False,False,False,True,False,False,False,False,
389,United States,United States,"$60,000 - $80,000",False,False,False,True,True,True,True,False,False,False,True,
390,Netherlands,Netherlands,"$60,000 - $80,000",True,True,True,False,True,False,False,False,False,False,True,
391,United States,United States,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,
392,Moldova,Moldova,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
393,United Kingdom,United Kingdom,"$60,000 - $80,000",False,False,True,True,False,False,False,False,False,False,True,Delphi
394,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
395,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,ILE RPG
396,Argentina,Argentina,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,
397,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,True,True,True,
398,United States,United States,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,True,
399,Netherlands,Netherlands,"$20,000 - $40,000",False,True,True,False,True,False,False,True,False,False,True,
400,United States,United States,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,True,VB.Net (nice snark on your part)
401,Netherlands,Netherlands,Rather not say,False,True,True,False,False,False,False,False,False,False,False,
402,Denmark,Denmark,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
403,United States,United States,"$80,000 - $100,000",False,False,False,False,True,True,False,True,True,False,True,
404,United States,United States,,False,False,True,False,True,False,False,False,False,False,True,
405,India,India,Student / Unemployed,True,True,False,False,True,False,False,False,True,True,False,
406,United States,United States,Rather not say,True,True,False,False,False,False,True,False,False,False,False,
407,United States,United States,"$20,000 - $40,000",False,True,False,False,False,False,False,False,False,False,False,R
408,Morocco,Morocco,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
409,United States,United States,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,True,
410,United States,United States,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,False,True,
411,Germany,Germany,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
412,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,False,False,True,False,False,True,False,False,True,
413,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
414,United States,United States,Rather not say,False,False,False,False,True,True,False,False,True,False,False,
