,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
302,Bangladesh,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
303,Other Europe,51-60,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
304,Other Europe,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
305,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
306,United States of America,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
307,United States of America,25-29,"$60,000 - $80,000",False,False,True,True,False,False,False,False,True,False,True,False,False,
308,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
309,Other Europe,20-24,"<$20,000",True,False,False,True,False,False,False,False,False,False,True,False,True,
310,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
311,Italy,20-24,,False,False,False,False,True,True,False,False,False,True,False,False,False,
312,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,True,True,False,True,False,True,True,False,True,
313,Other Asia,30-34,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
314,United Kingdom,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
315,United Kingdom,< 20,Rather not say,False,True,True,False,True,True,False,False,False,True,True,False,False,
316,Other Europe,30-34,,False,False,False,False,True,True,False,False,False,False,False,True,False,
317,Other Europe,20-24,,False,False,False,False,True,False,False,False,False,True,False,False,True,
318,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
319,United Kingdom,40-50,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
320,United States of America,35-39,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,False,False,False,
321,Other Europe,30-34,"<$20,000",False,False,False,False,True,True,False,False,False,False,False,True,False,R
322,Other Europe,30-34,"$80,000 - $100,000",False,True,True,False,False,False,False,False,False,True,False,False,True,
323,Other Europe,40-50,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
324,India,25-29,"<$20,000",True,True,False,False,False,False,False,False,False,False,True,False,False,
325,Germany,25-29,"<$20,000",False,False,False,False,True,True,False,True,False,False,True,True,False,groovy
326,India,20-24,"<$20,000",True,False,True,False,True,True,False,False,False,False,False,False,False,
327,United States of America,40-50,"$120,000 - $140,000",True,False,True,True,True,True,False,False,False,False,True,False,True,
328,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
329,Middle East,25-29,"<$20,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
330,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
331,Other Europe,25-29,"<$20,000",False,False,False,True,True,True,False,False,False,True,False,False,True,action script 3
332,Other Europe,25-29,,False,False,False,False,True,True,False,False,False,True,False,False,True,
333,India,20-24,"<$20,000",False,False,False,True,False,False,False,False,True,False,False,False,False,
334,Other Europe,25-29,Rather not say,False,False,False,False,True,True,False,True,False,False,True,False,False,"LESS, CoffeeScript"
335,Italy,40-50,"$20,000 - $40,000",False,False,True,False,False,True,False,False,False,False,False,False,True,
336,Other Europe,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,True,False,False,False,False,True,
337,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
338,Netherlands,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
339,France,20-24,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
340,United States of America,< 20,Rather not say,False,False,True,True,False,False,False,False,False,True,False,True,False,
341,Germany,< 20,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,False,False,
342,United States of America,20-24,Student / Unemployed,False,True,False,False,False,False,False,False,False,False,False,False,False,ASM
343,India,25-29,"<$20,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
344,India,25-29,,True,True,True,True,False,False,False,False,False,True,True,False,True,
345,Germany,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,True,False,False,False,
346,United Kingdom,51-60,,False,False,False,False,False,False,False,False,False,False,False,False,False,VB
347,Other Asia,20-24,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
348,Italy,35-39,Student / Unemployed,False,False,False,True,True,False,False,False,False,False,False,False,True,
349,United Kingdom,30-34,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
350,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
351,India,30-34,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
352,Other Europe,20-24,"<$20,000",False,False,True,True,True,False,False,False,False,False,False,False,True,
353,Other Europe,25-29,Rather not say,True,False,True,False,False,False,False,False,False,False,True,False,False,
354,Russia,35-39,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,False,True,Delphi
355,India,20-24,Student / Unemployed,False,False,False,False,False,False,False,True,False,False,True,False,False,
356,Australia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
357,India,25-29,"<$20,000",True,True,True,True,True,True,False,False,True,True,False,False,False,
358,Australia,20-24,Rather not say,False,False,True,False,False,False,False,False,False,False,True,False,False,
359,Other Europe,40-50,"<$20,000",False,False,False,False,True,True,False,False,False,False,False,True,True,
360,Other Europe,30-34,,False,False,True,False,True,True,False,False,False,False,False,False,True,
361,Middle East,25-29,"<$20,000",False,False,True,True,False,False,False,False,False,False,False,False,False,
362,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
363,Netherlands,25-29,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
364,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
365,Other Europe,30-34,,False,False,True,False,True,True,False,False,False,False,False,False,False,
366,Other Europe,40-50,Rather not say,False,True,False,False,False,False,False,False,False,False,True,False,False,
367,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
368,Russia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
369,Russia,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
370,Middle East,25-29,,False,False,True,False,True,True,False,False,False,False,False,False,True,AJAX
371,United States of America,35-39,"$100,000 - $120,000",True,True,False,False,True,True,False,False,True,False,True,False,True,
372,United States of America,25-29,"$80,000 - $100,000",True,False,False,True,False,False,False,False,True,False,False,False,True,MATLAB
373,Africa,< 20,,False,True,False,True,False,False,False,False,False,False,False,False,True,
374,Germany,25-29,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,True,
375,India,20-24,Student / Unemployed,False,True,False,True,False,False,False,False,False,False,False,False,True,
376,India,25-29,"<$20,000",True,True,True,False,True,True,False,False,False,True,False,False,False,
377,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
378,Other Europe,20-24,"$20,000 - $40,000",True,True,False,False,True,True,False,False,False,False,True,False,False,
379,United States of America,20-24,"$60,000 - $80,000",True,True,False,True,False,False,False,False,False,False,True,False,False,Verilog
380,India,20-24,,False,False,False,False,True,True,False,False,False,True,False,False,True,"html,ajax"
381,Other Asia,< 20,,True,False,False,False,False,False,False,False,False,False,False,False,False,
382,United States of America,30-34,"$60,000 - $80,000",True,True,True,False,False,False,False,False,False,False,False,False,False,
383,Middle East,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
384,United States of America,25-29,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
385,United States of America,30-34,"$60,000 - $80,000",False,False,True,False,False,False,False,False,True,True,False,False,True,
386,Australia,35-39,"$100,000 - $120,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
387,United States of America,20-24,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,True,False,"Scala, Nimrod"
388,Middle East,25-29,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,
389,United States of America,20-24,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,True,False,False,False,
390,Other Asia,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,False,False,False,False,
391,Middle East,40-50,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,False,True,False,False,
392,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
393,Bangladesh,30-34,"<$20,000",True,True,True,False,False,False,False,False,True,True,False,False,True,
